Literals;Index;ASPSimpleTime;ASPSimpleTimeout;ASPSimpleStatus;ASPGeneralTime;ASPGeneralTimeout;ASPGeneralStatus
100;62;20,830944299697876;0;0;;1;
80;14;1,2869842052459717;0;0;8,115447044372559;0;0
60;26;0,25979065895080566;0;0;0,8287849426269531;0;0
100;74;39,72155165672302;0;0;;1;
110;44;;1;;;1;
120;48;;1;;;1;
60;22;0,013670206069946289;0;0;0,10310506820678711;0;0
60;24;0,2693214416503906;0;0;1,212766170501709;0;0
110;53;57,48586058616638;0;0;;1;
50;26;0,17003130912780762;0;1;1,0753962993621826;0;1
100;47;22,902427911758423;0;0;;1;
80;41;1,3047947883605957;0;0;11,617314100265503;0;0
100;15;;1;;;1;
120;56;;1;;;1;
80;37;;1;;;1;
70;49;0,570040225982666;0;0;2,8793022632598877;0;0
90;85;;1;;;1;
110;72;;1;;;1;
100;12;0,01886272430419922;0;0;0,3538498878479004;0;0
80;65;;1;;;1;
90;12;7,835239887237549;0;0;56,44829988479614;0;0
110;68;;1;;;1;
120;81;;1;;;1;
100;8;19,132116556167603;0;0;;1;
120;70;;1;;;1;
90;66;7,47360372543335;0;0;36,86197280883789;0;0
70;0;0,5588979721069336;0;0;2,5162198543548584;0;0
110;91;;1;;;1;
70;62;26,27242684364319;0;1;;1;
120;80;0,020477771759033203;0;0;0,3988962173461914;0;0
80;81;1,2706127166748047;0;0;8,026174545288086;0;0
120;77;;1;;;1;
100;37;22,471976280212402;0;0;;1;
120;86;0,020670175552368164;0;0;0,4472537040710449;0;0
70;16;0,5747599601745605;0;0;3,1213934421539307;0;0
80;73;1,2752604484558105;0;0;8,759107828140259;0;0
100;49;33,32509994506836;0;0;;1;
60;75;0,28021693229675293;0;0;0,9425830841064453;0;0
70;92;7,3113367557525635;0;4;;1;
80;70;0,01583242416381836;0;0;0,16896677017211914;0;0
110;80;26,40490412712097;0;1;;1;
60;57;6,0594987869262695;0;1;48,4358069896698;0;1
70;14;0,5484316349029541;0;0;1,925396203994751;0;0
120;69;;1;;;1;
80;95;1,2959084510803223;0;0;9,445695161819458;0;0
70;60;0,29602479934692383;0;1;2,4739437103271484;0;1
50;24;0,0844573974609375;0;0;0,4951784610748291;0;0
50;58;0,12924933433532715;0;1;0,4122898578643799;0;1
110;7;;1;;;1;
90;64;5,1008265018463135;0;0;58,482531785964966;0;0
60;37;0,26355624198913574;0;0;0,9665732383728027;0;0
100;69;22,12172222137451;0;0;;1;
100;92;34,26949954032898;0;0;;1;
110;81;33,21031713485718;0;1;;1;
120;98;;1;;;1;
100;11;;1;;;1;
100;71;;1;;;1;
60;23;0,36260056495666504;0;6;1,7926726341247559;0;6
50;14;0,12889552116394043;0;0;0,5209474563598633;0;0
90;23;3,938760757446289;0;0;26,769912719726562;0;0
50;77;0,5454998016357422;0;1;4,335711240768433;0;1
120;71;;1;;;1;
120;92;;1;;;1;
100;25;;1;;;1;
60;92;0,013561248779296875;0;0;0,08624649047851562;0;0
100;63;;1;;;1;
70;37;29,011608600616455;0;1;;1;
50;20;0,11614251136779785;0;0;0,33522772789001465;0;0
70;67;0,4395606517791748;0;1;1,9153532981872559;0;1
70;79;0,014776229858398438;0;0;0,1457996368408203;0;0
60;14;0,2770543098449707;0;0;0,8340723514556885;0;0
50;46;0,11933588981628418;0;0;0,413405179977417;0;0
50;87;0,08081507682800293;0;3;0,524411678314209;0;3
90;13;3,1380443572998047;0;0;29,635650873184204;0;0
70;24;0,013858318328857422;0;0;0,11132001876831055;0;0
100;60;7,375907897949219;0;1;;1;
50;95;0,12938904762268066;0;0;0,38033318519592285;0;0
110;77;;1;;;1;
120;62;;1;;;1;
80;67;1,2867205142974854;0;0;7,566813707351685;0;0
90;77;7,523646593093872;0;0;36,98785591125488;0;0
80;96;1,3584620952606201;0;0;13,805077075958252;0;0
70;90;8,942010879516602;0;1;;1;
120;88;;1;;;1;
70;20;0,5692479610443115;0;0;3,6215474605560303;0;0
50;1;0,012032508850097656;0;0;0,0660555362701416;0;0
110;15;0,01983332633972168;0;0;0,35835957527160645;0;0
80;98;;1;;;1;
80;80;1,3419222831726074;0;0;14,482975959777832;0;0
90;27;6,001321077346802;0;0;33,45870041847229;0;0
70;27;0,5649147033691406;0;0;2,914984941482544;0;0
